2446 2446 4.999751269817352 0 0.36363636363636365|| 1416 0.36363636363636365
2040 2040 4.999975919723511 0 0.4166666666666667|| 2040 0.4166666666666667
1453 1419 4.999803304672241 1 0.38461538461538464|| 1453 0.46153846153846156
2631 2758 4.964725077152252 56 0.35714285714285715|| 2758 0.42857142857142855
3467 1551 4.997934520244598 17 0.3333333333333333|| 641 0.4
960 960 4.99919730424881 0 0.375|| 960 0.4375
3310 2956 4.999306797981262 2 0.35294117647058826|| 3310 0.47058823529411764
679 1804 4.999377727508545 1 0.3333333333333333|| 3415 0.4444444444444444
1860 1527 4.951259076595306 43 0.3157894736842105|| 1858 0.42105263157894735
1253 1253 4.999906063079834 0 0.35|| 1253 0.45
687 3444 4.9975627064704895 2 0.3333333333333333|| 687 0.47619047619047616
2828 2081 4.999760627746582 2 0.3181818181818182|| 2828 0.5
2595 2595 4.999934911727905 0 0.34782608695652173|| 2595 0.5217391304347826
2868 139 4.9865559339523315 10 0.3333333333333333|| 805 0.5
1850 1850 4.99986469745636 0 0.36|| 2363 0.48
1851 2549 4.957312285900116 48 0.34615384615384615|| 3112 0.46153846153846156
146 146 4.999937534332275 0 0.37037037037037035|| 146 0.48148148148148145
326 326 4.999912619590759 0 0.39285714285714285|| 326 0.5
3078 529 4.969046533107758 14 0.3793103448275862|| 2245 0.4827586206896552
1931 1931 4.999405741691589 0 0.4|| 1931 0.5
651 651 4.999963998794556 0 0.41935483870967744|| 651 0.5161290322580645
3039 1867 4.998896777629852 2 0.40625|| 3039 0.53125
1905 1905 4.999958157539368 0 0.42424242424242425|| 1905 0.5454545454545454
3419 679 4.835566699504852 102 0.4117647058823529|| 2213 0.5294117647058824
68 68 4.99961930513382 0 0.42857142857142855|| 68 0.5428571428571428
3433 3433 4.9999576807022095 0 0.4444444444444444|| 3433 0.5555555555555556
708 3208 4.990575313568115 8 0.43243243243243246|| 708 0.5675675675675675
1446 1446 4.999995589256287 0 0.4473684210526316|| 1446 0.5789473684210527
1427 2610 4.996079921722412 2 0.4358974358974359|| 179 0.5641025641025641
2317 1802 4.6970091462135315 239 0.425|| 3055 0.55
2250 1930 4.997260093688965 6 0.4146341463414634|| 2250 0.5609756097560976
1593 1995 4.743904888629913 145 0.40476190476190477|| 1995 0.5476190476190477
342 1434 4.525295197963715 148 0.3953488372093023|| 606 0.5348837209302325
2688 2966 4.999011695384979 1 0.38636363636363635|| 2688 0.5454545454545454
19 19 4.999492704868317 0 0.4|| 196 0.5333333333333333
1771 1771 4.999837398529053 0 0.41304347826086957|| 1771 0.5434782608695652
3173 3173 4.999893426895142 0 0.425531914893617|| 3173 0.5531914893617021
2533 2495 4.172602593898773 702 0.4166666666666667|| 539 0.5416666666666666
2208 2208 4.999180257320404 0 0.42857142857142855|| 2208 0.5510204081632653
1838 3433 4.751691102981567 190 0.42|| 1965 0.54
2019-05-05 12:42:13.564836 use: 1619.9277329444885
Testing...
2717 2717 4.999987721443176 0 1.0|| 3121 0.0
3572 3572 4.999913454055786 0 1.0|| 3572 0.5
503 2702 4.975206553936005 25 0.6666666666666666|| 3254 0.3333333333333333
401 3173 4.988818824291229 7 0.5|| 2281 0.25
1608 75 4.87915712594986 77 0.4|| 75 0.2
1345 2505 4.9845001101493835 13 0.3333333333333333|| 2505 0.16666666666666666
2709 1187 4.999429881572723 1 0.2857142857142857|| 2709 0.2857142857142857
2180 2180 4.999981164932251 0 0.375|| 2180 0.375
1689 3471 4.997147858142853 9 0.3333333333333333|| 545 0.3333333333333333
812 311 4.9523250460624695 44 0.3|| 2120 0.3
1280 1280 4.99985933303833 0 0.36363636363636365|| 1280 0.36363636363636365
1390 1390 4.999968409538269 0 0.4166666666666667|| 1390 0.4166666666666667
2652 3102 4.962602376937866 74 0.38461538461538464|| 590 0.38461538461538464
3444 3444 4.998836696147919 0 0.42857142857142855|| 3444 0.42857142857142855
2744 839 4.996614694595337 1 0.4|| 2744 0.4666666666666667
2801 2841 4.999608874320984 3 0.375|| 2801 0.5
784 784 4.999985098838806 0 0.4117647058823529|| 784 0.5294117647058824
1712 1907 4.99975973367691 1 0.3888888888888889|| 1712 0.5555555555555556
2342 1703 4.986460626125336 42 0.3684210526315789|| 2040 0.5263157894736842
422 1590 4.982922971248627 19 0.35|| 1590 0.5
1904 1904 4.999903559684753 0 0.38095238095238093|| 1904 0.5238095238095238
507 1939 4.986956715583801 32 0.36363636363636365|| 1939 0.5
1854 3513 4.933383226394653 75 0.34782608695652173|| 3513 0.4782608695652174
3650 2727 4.999890208244324 1 0.3333333333333333|| 3650 0.5
1660 1660 4.9998297691345215 0 0.36|| 358 0.48
2991 2621 4.999836683273315 1 0.34615384615384615|| 2991 0.5
2405 1516 4.997238874435425 1 0.3333333333333333|| 2405 0.5185185185185185
1850 1850 4.999981999397278 0 0.35714285714285715|| 1850 0.5357142857142857
2175 50 4.998116075992584 6 0.3448275862068966|| 2175 0.5517241379310345
706 335 4.97504585981369 5 0.3333333333333333|| 706 0.5666666666666667
1946 1946 4.999897122383118 0 0.3548387096774194|| 1946 0.5806451612903226
2994 2994 4.999762058258057 0 0.375|| 2994 0.59375
661 1619 3.7898215875029564 383 0.36363636363636365|| 1619 0.5757575757575758
1900 1394 4.999218165874481 1 0.35294117647058826|| 511 0.5588235294117647
2228 478 4.999192774295807 2 0.34285714285714286|| 2228 0.5714285714285714
1231 2874 4.999198734760284 5 0.3333333333333333|| 1231 0.5833333333333334
3136 2111 4.999151170253754 3 0.32432432432432434|| 1191 0.5675675675675675
2999 3285 4.9416661858558655 38 0.3157894736842105|| 2631 0.5526315789473685
154 2125 4.97296816110611 25 0.3076923076923077|| 2698 0.5384615384615384
1606 3298 4.98064261674881 20 0.3|| 387 0.525
713 1248 4.991451263427734 10 0.2926829268292683|| 3689 0.5121951219512195
3240 3688 4.999027729034424 3 0.2857142857142857|| 3375 0.5
2458 1092 4.995871484279633 11 0.27906976744186046|| 977 0.4883720930232558
592 592 4.9998356103897095 0 0.29545454545454547|| 592 0.5
44 635 4.954208076000214 37 0.28888888888888886|| 1527 0.4888888888888889
2030 1590 4.988639056682587 16 0.2826086956521739|| 1590 0.4782608695652174
717 718 4.995011925697327 15 0.2765957446808511|| 718 0.46808510638297873
1541 836 4.50323760509491 160 0.2708333333333333|| 1745 0.4583333333333333
3404 3404 4.9997042417526245 0 0.2857142857142857|| 3404 0.46938775510204084
3070 3069 4.999453783035278 1 0.28|| 3069 0.46
2019-05-05 12:55:45.539101 use: 2431.9019985198975
Testing...
1400 1400 4.999107897281647 0 1.0|| 1400 1.0
1159 3339 4.972312271595001 20 0.5|| 1485 0.5
2277 1724 3.5702743977308273 640 0.3333333333333333|| 3738 0.3333333333333333
2935 3064 4.997265040874481 1 0.25|| 1747 0.25
1233 2454 4.9984124302864075 4 0.2|| 1233 0.4
3738 3738 4.999992609024048 0 0.3333333333333333|| 3738 0.5
34 538 4.997624337673187 5 0.2857142857142857|| 616 0.42857142857142855
2114 3032 4.999234676361084 1 0.25|| 2114 0.5
787 1280 4.99564254283905 10 0.2222222222222222|| 3492 0.4444444444444444
175 3148 3.95513516664505 567 0.2|| 2353 0.4
158 2360 4.999559223651886 2 0.18181818181818182|| 158 0.45454545454545453
1026 1026 4.998907685279846 0 0.25|| 1026 0.5
2607 2607 4.99957400560379 0 0.3076923076923077|| 2607 0.5384615384615384
542 542 4.999899983406067 0 0.35714285714285715|| 542 0.5714285714285714
913 913 4.999993920326233 0 0.4|| 913 0.6
3012 3012 4.999988436698914 0 0.4375|| 3012 0.625
1389 3135 4.999604344367981 1 0.4117647058823529|| 1389 0.6470588235294118
3091 2300 4.806808292865753 88 0.3888888888888889|| 1043 0.6111111111111112
770 768 4.999603450298309 1 0.3684210526315789|| 770 0.631578947368421
894 2161 4.9196107387542725 90 0.35|| 1691 0.6
2600 981 4.999886155128479 1 0.3333333333333333|| 2600 0.6190476190476191
331 331 4.999894618988037 0 0.36363636363636365|| 331 0.6363636363636364
3114 3114 4.999902248382568 0 0.391304347826087|| 3114 0.6521739130434783
1220 1836 4.997673392295837 6 0.375|| 1220 0.6666666666666666
1998 1153 4.9993985295295715 1 0.36|| 5 0.64
1278 1941 4.993835747241974 1 0.34615384615384615|| 1278 0.6538461538461539
1739 1221 4.999812722206116 1 0.3333333333333333|| 1739 0.6666666666666666
412 1595 4.925367474555969 70 0.32142857142857145|| 1819 0.6428571428571429
3502 2843 4.994103252887726 1 0.3103448275862069|| 3502 0.6551724137931034
790 348 4.992834270000458 7 0.3|| 790 0.6666666666666666
1853 1853 4.999894499778748 0 0.3225806451612903|| 3355 0.6451612903225806
3520 608 4.994516372680664 1 0.3125|| 3520 0.65625
3319 3593 4.997690677642822 16 0.30303030303030304|| 2738 0.6363636363636364
2255 1460 4.990223467350006 2 0.29411764705882354|| 2255 0.6470588235294118
1464 3392 4.981990933418274 19 0.2857142857142857|| 3392 0.6285714285714286
3591 3355 4.999155282974243 1 0.2777777777777778|| 3591 0.6388888888888888
1471 601 4.9821189641952515 30 0.2702702702702703|| 601 0.6216216216216216
2121 2925 4.996458292007446 3 0.2631578947368421|| 1170 0.6052631578947368
927 2929 4.993577241897583 5 0.2564102564102564|| 927 0.6153846153846154
969 764 4.979674875736237 13 0.25|| 1132 0.6
3 2685 4.976892471313477 50 0.24390243902439024|| 1 0.5853658536585366
2095 3495 4.995724022388458 9 0.23809523809523808|| 2095 0.5952380952380952
822 3579 4.999189615249634 1 0.23255813953488372|| 822 0.6046511627906976
782 2221 4.983749210834503 12 0.22727272727272727|| 3453 0.5909090909090909
1187 1187 4.999829888343811 0 0.24444444444444444|| 1187 0.6
655 3068 4.999713063240051 1 0.2391304347826087|| 655 0.6086956521739131
2411 2411 4.999271512031555 0 0.2553191489361702|| 2411 0.6170212765957447
193 193 4.999990105628967 0 0.2708333333333333|| 193 0.625
1343 1343 4.999975919723511 0 0.2857142857142857|| 1343 0.6326530612244898
44 3261 4.992201149463654 5 0.28|| 44 0.64
2019-05-05 13:09:15.995553 use: 3242.3584501743317
Testing...
1868 1824 4.963834047317505 22 0.0|| 614 0.0
2275 761 4.993903636932373 3 0.0|| 1153 0.0
1114 658 4.941964566707611 36 0.0|| 1383 0.0
64 64 4.99934047460556 0 0.25|| 64 0.25
1465 1888 4.999440431594849 5 0.2|| 1888 0.2
398 1385 4.9990715980529785 1 0.16666666666666666|| 398 0.3333333333333333
3217 2604 4.992501258850098 21 0.14285714285714285|| 1705 0.2857142857142857
963 2292 4.957443535327911 28 0.125|| 2292 0.25
2825 2825 4.99994969367981 0 0.2222222222222222|| 2825 0.3333333333333333
670 670 4.999947786331177 0 0.3|| 670 0.4
1069 743 4.952459096908569 93 0.2727272727272727|| 743 0.36363636363636365
1725 1821 4.95845091342926 49 0.25|| 1821 0.3333333333333333
145 2011 4.996360898017883 2 0.23076923076923078|| 145 0.38461538461538464
59 59 4.999584674835205 0 0.2857142857142857|| 59 0.42857142857142855
182 2011 4.992513358592987 17 0.26666666666666666|| 3356 0.4
2062 2062 4.999918699264526 0 0.3125|| 2062 0.4375
2936 2242 4.989039063453674 18 0.29411764705882354|| 3104 0.4117647058823529
1261 666 4.997028887271881 6 0.2777777777777778|| 1261 0.4444444444444444
1267 1617 4.99791955947876 1 0.2631578947368421|| 908 0.42105263157894735
1127 1322 4.862265586853027 120 0.25|| 898 0.4
999 1796 4.998243033885956 2 0.23809523809523808|| 999 0.42857142857142855
2829 2829 4.999976754188538 0 0.2727272727272727|| 2829 0.45454545454545453
3641 1820 4.848985314369202 123 0.2608695652173913|| 2603 0.43478260869565216
951 951 4.999924659729004 0 0.2916666666666667|| 951 0.4583333333333333
478 397 4.995658874511719 2 0.28|| 478 0.48
1083 1726 4.6905805468559265 141 0.2692307692307692|| 1726 0.46153846153846156
651 651 4.999945521354675 0 0.2962962962962963|| 651 0.48148148148148145
787 3208 4.992962419986725 7 0.2857142857142857|| 3208 0.4642857142857143
3589 3655 4.999707460403442 1 0.27586206896551724|| 3655 0.4482758620689655
2083 2110 4.998469769954681 3 0.26666666666666666|| 2083 0.4666666666666667
3123 3123 4.999751925468445 0 0.2903225806451613|| 3123 0.4838709677419355
745 2168 4.992582619190216 1 0.28125|| 745 0.5
3650 2078 4.998953938484192 4 0.2727272727272727|| 3650 0.5151515151515151
75 2098 4.964815139770508 34 0.2647058823529412|| 5 0.5
2181 2181 4.999523401260376 0 0.2857142857142857|| 2181 0.5142857142857142
3534 1585 4.994430303573608 20 0.2777777777777778|| 1585 0.5
1585 1585 4.999909162521362 0 0.2972972972972973|| 1585 0.5135135135135135
262 263 4.999230444431305 4 0.2894736842105263|| 263 0.5
1169 1671 4.999905586242676 1 0.28205128205128205|| 720 0.48717948717948717
980 846 4.9949681758880615 15 0.275|| 688 0.475
1460 2076 4.965986609458923 21 0.2682926829268293|| 2076 0.4634146341463415
19 1176 4.982470750808716 36 0.2619047619047619|| 1051 0.4523809523809524
1302 1300 4.996722757816315 1 0.2558139534883721|| 1300 0.4418604651162791
1798 2793 4.997125625610352 5 0.25|| 1043 0.4318181818181818
484 932 4.99908971786499 3 0.24444444444444444|| 484 0.4444444444444444
101 3487 4.620710492134094 131 0.2391304347826087|| 3487 0.43478260869565216
1947 3512 4.984118282794952 11 0.23404255319148937|| 2299 0.425531914893617
3651 881 4.981350421905518 16 0.22916666666666666|| 1446 0.4166666666666667
409 513 4.968232095241547 59 0.22448979591836735|| 513 0.40816326530612246
1214 1214 4.999960660934448 0 0.24|| 1214 0.42
2019-05-05 13:23:28.273394 use: 4094.6362919807434
Testing...
2404 2404 4.999971151351929 0 1.0|| 2404 1.0
258 258 4.999871492385864 0 1.0|| 258 1.0
Traceback (most recent call last):
  File "b4++.py", line 403, in <module>
    main()
  File "b4++.py", line 344, in main
    batches[k] = batches[0]
KeyboardInterrupt

F:\code\python\hand_writing\code>
